order_id,customer_id,product_id,order_date,quantity,order_amount,status
46,15,3,2024-10-21,7,3868.76,Completed
47,20,5,2024-02-08,10,10824.2,Completed
48,72,14,2024-10-08,10,6682.5,Cancelled
49,49,15,2024-10-14,8,6173.12,Completed
50,73,20,2024-12-04,1,229.55,Completed
51,81,7,2024-03-08,5,3047.85,Completed
52,71,3,2024-10-16,3,,Completed
53,5,8,2024-12-28,5,998.25,Pending
54,10,8,2024-11-19,5,998.25,Completed
55,55,4,2024-03-09,9,8446.41,Completed
56,10,2,2024-10-24,3,3100.23,Cancelled
57,37,15,2024-05-23,2,1543.28,Pending
58,35,17,2024-02-20,9,8992.17,Completed
59,56,11,2024-02-08,10,8264.2,Cancelled
60,76,1,2024-03-16,5,62.55,Cancelled
61,84,15,2024-10-14,5,3858.2,Pending
62,12,16,2024-06-22,6,5950.08,Completed
63,21,11,2024-05-22,7,5784.94,Pending
64,98,18,2024-06-09,1,149.14,Completed
65,15,13,2024-01-22,9,8225.28,Cancelled
66,60,14,2024-06-20,1,668.25,Pending
67,81,15,2024-09-05,1,771.64,Completed
68,57,16,2024-04-23,2,0,Completed
69,40,18,2024-02-08,1,149.14,Completed
70,60,4,2024-12-10,3,2815.47,Cancelled
71,91,9,2024-08-08,7,7134.33,Pending
72,71,5,2024-10-17,7,7576.94,Completed
73,9,9,2024-09-09,7,7134.33,Completed
74,37,10,2024-11-16,10,9271.1,Completed
75,58,18,2024-09-25,8,1193.12,Cancelled
76,49,15,2024-12-08,6,4629.84,Cancelled
77,50,8,2024-12-16,7,1397.55,Pending
78,50,5,2024-03-17,8,8659.36,Cancelled
79,43,4,2024-08-01,8,7507.92,Completed
80,53,5,2024-05-11,2,2164.84,Cancelled
81,89,13,2024-11-28,2,1827.84,Cancelled
82,49,11,2024-01-20,8,6611.36,Completed
83,31,10,2024-07-04,4,3708.44,Completed
84,57,6,2024-01-11,5,2354.1,Completed
85,38,12,2024-04-17,6,2624.94,Pending
86,73,6,2024-10-28,3,1412.46,Pending
87,80,8,2024-03-08,8,1597.2,Pending
88,82,9,2024-01-26,8,8153.52,Pending
89,37,18,2024-06-19,3,447.42,Completed
90,82,14,2024-05-07,5,3341.25,Pending
91,62,4,2024-06-19,4,3753.96,Completed
92,90,10,2024-11-13,1,927.11,Completed
93,2,19,2024-12-16,1,1012.46,Completed
94,100,8,2024-04-21,10,1996.5,Completed
95,80,9,2024-11-21,3,3057.57,Completed
96,40,15,2024-12-05,1,771.64,Completed
97,38,11,2024-03-26,7,5784.94,Cancelled
98,47,17,2024-03-09,9,8992.17,Pending
99,38,11,2024-02-05,2,1652.84,Completed
100,87,13,2024-07-01,9,8225.28,Completed
101,69,4,2024-12-22,8,7507.92,Completed
102,75,13,2024-04-16,6,5483.52,Completed
103,80,18,2024-04-21,6,894.84,Completed
104,82,15,2024-02-05,5,3858.2,Completed
105,5,10,2024-04-18,8,7416.88,Completed
106,50,15,2024-12-23,6,4629.84,Cancelled
107,54,19,2024-11-04,3,3037.38,Pending
108,79,14,2024-08-15,5,,Completed
109,47,4,2024-11-12,6,5630.94,Completed
110,51,9,2024-08-03,4,4076.76,Completed
111,83,20,2024-06-08,1,229.55,Completed
112,73,7,2024-09-07,2,1219.14,Cancelled
113,28,8,2024-10-01,6,1197.9,Completed
114,19,5,2024-03-04,9,9741.78,Completed
115,17,1,2024-04-19,6,75.06,Completed
116,3,6,2024-12-14,5,2354.1,Cancelled
117,15,3,2024-06-17,8,4421.44,Cancelled
118,14,15,2024-10-02,9,6944.76,Cancelled
119,39,15,2024-08-28,1,771.64,Pending
120,55,4,2024-08-03,8,7507.92,Completed
121,42,20,2024-05-20,3,688.65,Cancelled
122,71,11,2024-09-10,7,5784.94,Pending
123,65,20,2024-12-04,7,1606.85,Cancelled
124,93,7,2024-04-14,7,4266.99,Completed
125,59,13,2024-06-14,7,6397.44,Completed
126,86,9,2024-11-16,6,6115.14,Completed
127,12,3,2024-12-24,2,1105.36,Completed
128,17,18,2024-09-18,1,149.14,Completed
129,86,4,2024-11-25,7,6569.43,Pending
130,93,2,2024-06-04,5,5167.05,Cancelled
131,65,7,2024-04-28,3,1828.71,Completed
132,45,18,2024-05-19,6,894.84,Completed
133,55,18,2024-11-18,10,1491.4,Completed
134,78,9,2024-12-25,1,1019.19,Completed
135,44,12,2024-03-19,1,437.49,Pending
136,9,5,2024-09-07,1,1082.42,Pending
137,54,15,2024-05-24,6,4629.84,Completed
138,100,19,2024-01-05,10,10124.6,Completed
139,97,20,2024-05-15,1,229.55,Pending
140,63,20,2024-04-25,8,1836.4,Cancelled
141,15,12,2024-11-22,7,3062.43,Cancelled
142,63,17,2024-07-20,5,4995.65,Completed
143,1,7,2024-03-25,5,3047.85,Completed
144,38,11,2024-03-05,2,0,Pending
145,69,8,2024-11-26,9,1796.85,Completed
146,10,13,2024-08-03,1,913.92,Completed
147,74,14,2024-11-14,10,6682.5,Completed
148,15,13,2024-03-26,1,913.92,Cancelled
149,59,12,2024-02-08,2,874.98,Pending
150,76,13,2024-05-24,9,8225.28,Completed
151,29,11,2024-11-04,3,2479.26,Cancelled
152,66,7,2024-11-27,6,3657.42,Completed
153,31,4,2024-03-20,3,2815.47,Completed
154,98,3,2024-11-16,3,1658.04,Pending
155,97,19,2024-10-21,10,10124.6,Cancelled
156,42,11,2024-08-15,3,2479.26,Completed
157,36,19,2024-02-10,1,1012.46,Pending
158,58,2,2024-05-03,1,1033.41,Completed
159,79,20,2024-10-18,9,2065.95,Completed
160,58,19,2024-08-17,4,4049.84,Completed
161,8,15,2024-06-23,2,1543.28,Completed
162,65,6,2024-08-15,1,470.82,Cancelled
163,67,20,2024-05-13,3,688.65,Pending
164,100,11,2024-11-21,10,8264.2,Completed
165,9,11,2024-07-10,2,1652.84,Completed
166,93,20,2024-10-22,3,688.65,Completed
167,45,10,2024-12-03,7,6489.77,Completed
168,72,13,2024-11-23,6,5483.52,Cancelled
169,12,14,2024-06-10,9,6014.25,Completed
170,28,11,2024-03-05,8,6611.36,Completed
171,38,4,2024-12-17,9,8446.41,Completed
172,85,11,2024-07-05,10,8264.2,Completed
173,24,20,2024-01-14,3,688.65,Completed
174,87,8,2024-12-26,8,1597.2,Pending
175,30,18,2024-08-27,4,596.56,Completed
176,48,19,2024-05-25,8,8099.68,Pending
177,65,17,2024-04-26,7,6993.91,Cancelled
178,18,9,2024-06-18,1,1019.19,Completed
179,92,17,2024-03-09,2,1998.26,Pending
180,66,5,2024-04-27,7,7576.94,Pending
181,45,1,2024-09-12,7,87.57,Completed
182,50,3,2024-06-04,6,3316.08,Completed
183,19,5,2024-08-23,1,1082.42,Completed
184,98,16,2024-02-01,8,7933.44,Completed
185,28,5,2024-10-17,9,9741.78,Pending
186,15,10,2024-01-08,4,3708.44,Pending
187,82,20,2024-08-20,8,1836.4,Cancelled
188,3,17,2024-03-10,10,9991.3,Pending
189,1,20,2024-07-06,6,1377.3,Completed
190,68,12,2024-09-17,2,874.98,Cancelled
191,71,1,2024-01-21,7,87.57,Pending
192,48,9,2024-02-12,1,1019.19,Completed
193,94,4,2024-06-05,10,9384.9,Completed
194,46,18,2024-03-27,6,894.84,Pending
195,90,16,2024-02-23,3,2975.04,Pending
196,5,10,2024-04-02,4,3708.44,Completed
197,40,17,2024-09-16,7,6993.91,Completed
198,5,7,2024-01-28,5,3047.85,Completed
199,35,4,2024-07-24,6,5630.94,Pending
200,50,11,2024-08-12,3,2479.26,Cancelled
201,35,3,2024-10-27,7,3868.76,Completed
202,70,10,2024-06-22,6,5562.66,Completed
203,40,15,2024-03-23,10,7716.4,Pending
204,45,15,2024-06-20,1,771.64,Pending
205,36,2,2024-07-12,2,2066.82,Cancelled
206,96,6,2024-10-22,1,470.82,Pending
207,5,5,2024-11-12,2,2164.84,Completed
208,50,19,2024-11-15,1,1012.46,Completed
209,48,15,2024-09-12,2,1543.28,Pending
210,41,9,2024-01-24,4,4076.76,Completed
211,64,17,2024-02-09,7,6993.91,Completed
212,91,15,2024-05-23,4,3086.56,Pending
213,26,4,2024-08-06,3,2815.47,Pending
214,12,11,2024-09-18,6,4958.52,Completed
215,39,6,2024-09-08,3,1412.46,Completed
216,26,5,2024-01-12,4,4329.68,Cancelled
217,74,12,2024-09-05,8,3499.92,Cancelled
218,12,3,2024-12-24,5,2763.4,Pending
219,68,14,2024-02-05,7,4677.75,Completed
220,83,3,2024-09-12,8,4421.44,Completed
221,100,18,2024-03-14,10,1491.4,Cancelled
222,8,4,2024-03-06,9,8446.41,Completed
223,91,8,2024-09-10,6,1197.9,Completed
224,33,7,2024-11-10,9,5486.13,Cancelled
225,69,3,2024-10-19,9,4974.12,Completed
226,22,20,2024-10-02,10,2295.5,Completed
227,11,2,2024-04-25,10,10334.1,Cancelled
228,54,20,2024-11-18,1,229.55,Completed
229,83,10,2024-11-13,8,7416.88,Completed
230,59,3,2024-07-16,1,552.68,Pending
231,27,11,2024-12-11,10,8264.2,Completed
232,52,5,2024-02-11,6,6494.52,Completed
233,60,4,2024-03-04,5,4692.45,Completed
234,38,13,2024-03-27,10,9139.2,Completed
235,74,11,2024-08-17,4,3305.68,Pending
236,64,10,2024-09-15,8,0,Completed
237,28,19,2024-05-16,6,6074.76,Cancelled
238,84,16,2024-02-14,5,4958.4,Completed
239,34,12,2024-07-02,7,3062.43,Cancelled
240,72,7,2024-02-13,6,3657.42,Cancelled
241,58,18,2024-10-22,5,745.7,Cancelled
242,16,5,2024-06-18,2,2164.84,Completed
243,97,5,2024-07-17,4,4329.68,Completed
244,6,2,2024-08-17,3,3100.23,Pending
245,20,20,2024-10-11,9,2065.95,Completed
246,51,20,2024-09-27,5,1147.75,Cancelled
247,69,16,2024-01-12,10,9916.8,Completed
248,87,4,2024-12-28,7,6569.43,Completed
249,77,16,2024-10-19,5,4958.4,Completed
250,93,2,2024-09-21,10,10334.1,Cancelled
251,100,13,2024-04-02,3,2741.76,Cancelled
252,90,4,2024-03-14,4,,Completed
253,53,17,2024-12-24,10,9991.3,Completed
254,91,5,2024-06-22,9,9741.78,Pending
255,68,13,2024-08-18,6,5483.52,Completed
256,70,12,2024-04-08,5,2187.45,Completed
257,72,10,2024-05-25,4,3708.44,Completed
258,91,7,2024-06-18,8,4876.56,Completed
259,37,4,2024-07-13,10,9384.9,Completed
260,99,5,2024-12-03,5,5412.1,Completed
261,57,9,2024-09-09,8,8153.52,Cancelled
262,90,9,2024-12-19,3,3057.57,Completed
263,32,2,2024-04-02,9,9300.69,Completed
264,53,11,2024-03-01,8,6611.36,Cancelled
265,21,14,2024-04-25,8,5346.0,Completed
266,42,10,2024-02-21,1,927.11,Cancelled
267,30,18,2024-03-14,1,149.14,Completed
268,5,13,2024-12-28,8,7311.36,Completed
269,5,1,2024-02-11,5,62.55,Completed
270,59,18,2024-03-28,9,1342.26,Cancelled
271,60,9,2024-06-06,4,4076.76,Pending
272,83,9,2024-05-19,3,,Completed
273,23,20,2024-09-11,7,1606.85,Completed
274,52,4,2024-08-11,3,2815.47,Completed
275,1,9,2024-05-11,7,7134.33,Completed
276,75,19,2024-06-23,1,1012.46,Completed
277,8,4,2024-07-22,8,7507.92,Cancelled
278,91,10,2024-05-12,2,1854.22,Cancelled
279,29,8,2024-08-24,3,598.95,Cancelled
280,48,14,2024-09-26,9,6014.25,Completed
281,98,8,2024-02-17,10,1996.5,Pending
282,68,12,2024-02-02,2,874.98,Cancelled
283,65,7,2024-03-11,10,6095.7,Cancelled
284,57,4,2024-08-03,4,3753.96,Cancelled
285,58,2,2024-07-15,8,8267.28,Cancelled
286,8,18,2024-05-24,8,1193.12,Completed
287,51,9,2024-10-03,1,1019.19,Completed
288,55,12,2024-01-03,2,874.98,Pending
289,5,10,2024-03-25,7,6489.77,Pending
290,48,13,2024-07-13,8,7311.36,Completed
291,88,18,2024-06-04,3,447.42,Completed
292,69,13,2024-04-27,9,8225.28,Completed
293,97,1,2024-12-18,5,62.55,Pending
294,69,13,2024-06-05,4,3655.68,Completed
295,25,4,2024-07-20,1,938.49,Completed
296,31,7,2024-01-15,2,1219.14,Cancelled
297,87,2,2024-07-15,4,4133.64,Completed
298,70,7,2024-05-08,1,609.57,Cancelled
299,41,19,2024-06-08,10,10124.6,Completed
300,19,17,2024-05-02,4,3996.52,Cancelled
301,76,6,2024-01-12,7,3295.74,Pending
302,68,11,2024-05-13,7,5784.94,Completed
303,97,18,2024-04-10,8,1193.12,Completed
304,60,2,2024-07-18,9,9300.69,Cancelled
305,18,13,2024-06-21,4,3655.68,Completed
306,58,12,2024-04-02,2,874.98,Completed
307,49,20,2024-10-24,10,,Cancelled
308,28,16,2024-06-10,4,3966.72,Completed
309,28,7,2024-08-08,2,1219.14,Cancelled
310,91,7,2024-09-11,7,4266.99,Completed
311,49,15,2024-05-09,9,6944.76,Completed
312,66,16,2024-12-16,8,7933.44,Completed
313,27,12,2024-10-28,6,2624.94,Completed
314,95,5,2024-10-19,1,1082.42,Pending
315,38,5,2024-07-19,4,4329.68,Completed
316,64,18,2024-08-24,6,894.84,Pending
317,59,6,2024-12-18,6,2824.92,Pending
318,24,18,2024-02-27,1,149.14,Completed
319,98,1,2024-11-08,7,87.57,Completed
320,91,5,2024-08-12,1,1082.42,Completed
321,80,20,2024-01-01,8,1836.4,Cancelled
322,71,14,2024-09-10,1,0,Completed
323,65,14,2024-02-17,3,2004.75,Completed
324,31,7,2024-06-09,10,6095.7,Pending
325,11,12,2024-04-23,7,3062.43,Completed
326,39,3,2024-07-13,1,552.68,Cancelled
327,61,2,2024-02-16,1,1033.41,Pending
328,83,11,2024-02-17,10,8264.2,Completed
329,30,7,2024-01-03,10,6095.7,Completed
330,70,19,2024-06-01,1,1012.46,Completed
331,76,5,2024-05-06,7,7576.94,Cancelled
332,31,19,2024-09-11,7,7087.22,Pending
333,97,5,2024-06-02,2,2164.84,Completed
334,56,8,2024-10-20,2,399.3,Pending
335,100,11,2024-08-16,1,826.42,Completed
336,46,18,2024-11-19,7,1043.98,Pending
337,11,20,2024-12-03,5,1147.75,Completed
338,35,5,2024-11-05,7,7576.94,Pending
339,41,12,2024-05-15,2,874.98,Completed
340,98,9,2024-03-14,2,2038.38,Pending
341,72,18,2024-01-03,9,1342.26,Completed
342,71,3,2024-06-28,10,5526.8,Pending
343,2,10,2024-02-24,7,6489.77,Cancelled
344,32,19,2024-07-06,9,9112.14,Completed
345,35,10,2024-02-06,5,4635.55,Pending
346,36,14,2024-02-12,5,3341.25,Completed
347,32,16,2024-08-04,10,9916.8,Completed
348,39,1,2024-10-13,7,87.57,Completed
349,57,11,2024-11-20,7,5784.94,Completed
350,39,11,2024-04-16,10,8264.2,Completed
351,23,13,2024-12-21,6,5483.52,Pending
352,74,8,2024-07-12,6,1197.9,Completed
353,73,7,2024-03-22,10,6095.7,Cancelled
354,4,15,2024-05-27,4,3086.56,Completed
355,53,16,2024-04-09,3,2975.04,Completed
356,92,14,2024-10-16,7,4677.75,Cancelled
357,52,18,2024-12-14,9,1342.26,Cancelled
358,5,12,2024-02-04,9,3937.41,Completed
359,85,12,2024-01-19,3,1312.47,Pending
360,97,11,2024-02-09,7,5784.94,Completed
361,66,17,2024-10-08,9,8992.17,Pending
362,48,13,2024-10-23,8,7311.36,Cancelled
363,20,12,2024-05-14,1,437.49,Completed
364,15,5,2024-08-26,6,6494.52,Completed
365,67,16,2024-08-24,6,5950.08,Pending
366,41,3,2024-12-04,5,2763.4,Completed
367,44,4,2024-12-08,3,2815.47,Cancelled
368,23,18,2024-07-15,3,447.42,Completed
369,52,6,2024-07-13,3,1412.46,Completed
370,95,20,2024-07-13,4,918.2,Completed
371,91,7,2024-12-26,4,2438.28,Completed
372,74,4,2024-06-07,9,8446.41,Pending
373,15,9,2024-11-11,8,8153.52,Cancelled
374,50,20,2024-06-12,7,1606.85,Pending
375,80,6,2024-10-03,5,2354.1,Completed
376,41,4,2024-03-12,4,3753.96,Completed
377,66,13,2024-10-13,7,6397.44,Pending
378,24,16,2024-11-06,9,8925.12,Cancelled
379,22,16,2024-06-27,5,4958.4,Pending
380,80,2,2024-08-05,6,6200.46,Completed
381,50,18,2024-07-22,9,1342.26,Pending
382,54,15,2024-10-01,8,6173.12,Completed
383,38,2,2024-05-06,5,5167.05,Pending
384,73,16,2024-10-04,9,8925.12,Completed
385,100,18,2024-01-25,6,894.84,Pending
386,70,7,2024-11-25,7,4266.99,Completed
387,39,2,2024-02-15,8,8267.28,Completed
388,100,8,2024-10-23,4,798.6,Completed
389,91,20,2024-03-26,7,1606.85,Completed
390,27,2,2024-05-20,10,10334.1,Cancelled
391,22,11,2024-05-28,5,4132.1,Cancelled
392,87,4,2024-07-02,3,2815.47,Completed
393,84,5,2024-12-11,3,3247.26,Completed
394,98,13,2024-11-09,8,7311.36,Pending
395,49,15,2024-02-13,2,1543.28,Cancelled
396,96,9,2024-08-11,6,6115.14,Cancelled
397,1,3,2024-12-12,8,4421.44,Completed
398,69,13,2024-04-16,4,3655.68,Completed
399,42,10,2024-03-19,6,5562.66,Pending
400,44,2,2024-08-01,1,1033.41,Completed
401,21,15,2024-04-23,8,0,Completed
402,84,10,2024-05-03,3,2781.33,Completed
403,33,3,2024-11-06,6,3316.08,Completed
404,51,10,2024-02-23,4,3708.44,Completed
405,1,7,2024-10-08,8,4876.56,Cancelled
406,88,15,2024-02-28,1,,Pending
407,89,5,2024-07-03,8,8659.36,Completed
408,14,11,2024-03-13,6,4958.52,Completed
409,83,5,2024-01-20,2,2164.84,Completed
410,57,12,2024-03-14,4,1749.96,Cancelled
411,88,15,2024-02-05,4,3086.56,Completed
412,76,13,2024-06-26,6,5483.52,Completed
413,32,9,2024-10-20,2,2038.38,Cancelled
414,37,1,2024-10-17,5,62.55,Completed
415,96,13,2024-04-16,5,4569.6,Pending
416,15,8,2024-02-17,8,1597.2,Completed
417,47,11,2024-10-14,3,2479.26,Completed
418,70,6,2024-02-01,8,3766.56,Cancelled
419,9,1,2024-01-26,5,62.55,Pending
420,65,10,2024-07-23,9,8343.99,Pending
421,11,18,2024-05-03,9,1342.26,Completed
422,11,17,2024-03-18,4,3996.52,Completed
423,51,19,2024-07-24,2,2024.92,Completed
424,8,8,2024-02-15,2,399.3,Cancelled
425,78,2,2024-11-24,5,5167.05,Completed
426,16,1,2024-03-16,3,37.53,Completed
427,67,17,2024-03-24,5,4995.65,Completed
428,94,4,2024-07-09,1,938.49,Cancelled
429,9,9,2024-08-15,10,10191.9,Cancelled
430,47,2,2024-03-12,8,8267.28,Completed
431,33,4,2024-02-08,10,9384.9,Cancelled
432,1,2,2024-08-12,1,1033.41,Pending
433,20,6,2024-12-24,1,470.82,Pending
434,29,11,2024-12-11,4,3305.68,Completed
435,10,19,2024-11-02,6,6074.76,Completed
436,29,17,2024-02-15,1,999.13,Completed
437,100,10,2024-08-01,6,5562.66,Completed
438,26,10,2024-12-20,10,9271.1,Completed
439,60,12,2024-04-24,10,4374.9,Cancelled
440,98,8,2024-04-18,3,,Completed
441,82,1,2024-12-24,6,0,Completed
442,14,7,2024-07-16,9,5486.13,Completed
443,19,9,2024-04-28,2,2038.38,Cancelled
444,53,12,2024-02-19,8,3499.92,Completed
445,65,5,2024-10-02,7,7576.94,Pending
446,85,5,2024-06-26,4,4329.68,Pending
447,90,11,2024-04-03,6,4958.52,Completed
448,18,19,2024-03-15,2,2024.92,Pending
449,41,14,2024-04-15,2,1336.5,Completed
450,60,9,2024-11-10,2,2038.38,Cancelled
451,6,7,2024-12-08,6,3657.42,Completed
452,51,17,2024-05-27,1,999.13,Completed
453,4,13,2024-09-08,8,7311.36,Completed
454,60,4,2024-01-27,3,2815.47,Completed
455,17,7,2024-11-21,7,4266.99,Completed
456,75,19,2024-02-01,5,5062.3,Completed
457,26,15,2024-06-04,3,2314.92,Completed
458,60,2,2024-07-27,3,3100.23,Pending
459,64,1,2024-03-12,7,87.57,Completed
460,24,9,2024-03-02,5,5095.95,Cancelled
461,80,20,2024-08-14,4,918.2,Cancelled
462,62,2,2024-03-14,2,2066.82,Completed
463,83,17,2024-09-26,4,3996.52,Completed
464,49,12,2024-08-12,8,3499.92,Cancelled
465,65,11,2024-01-11,7,5784.94,Cancelled
466,29,1,2024-08-17,5,62.55,Completed
467,99,19,2024-02-08,4,4049.84,Completed
468,35,18,2024-04-19,1,149.14,Pending
469,46,6,2024-06-26,3,1412.46,Completed
470,76,1,2024-10-05,6,75.06,Cancelled
471,25,16,2024-08-02,9,8925.12,Completed
472,8,8,2024-09-16,10,1996.5,Completed
473,43,20,2024-06-23,4,918.2,Completed
474,42,2,2024-12-05,1,1033.41,Completed
475,68,12,2024-11-13,2,874.98,Cancelled
476,13,11,2024-03-24,5,4132.1,Pending
477,82,16,2024-09-23,6,5950.08,Cancelled
478,46,8,2024-07-10,10,1996.5,Completed
479,17,6,2024-10-13,1,470.82,Cancelled
480,5,6,2024-10-08,10,4708.2,Cancelled
481,14,16,2024-02-08,3,2975.04,Completed
482,41,6,2024-11-21,2,941.64,Completed
483,58,1,2024-12-03,5,62.55,Completed
484,33,4,2024-08-24,1,938.49,Pending
485,22,14,2024-06-18,8,5346.0,Pending
486,13,16,2024-11-08,10,9916.8,Completed
487,58,3,2024-06-09,1,552.68,Completed
488,10,11,2024-03-24,3,2479.26,Completed
489,71,3,2024-10-16,6,3316.08,Completed
490,56,6,2024-03-02,10,4708.2,Completed
491,43,7,2024-09-24,4,2438.28,Cancelled
492,34,10,2024-01-13,5,4635.55,Cancelled
493,71,16,2024-01-14,3,2975.04,Completed
494,38,20,2024-01-07,8,1836.4,Completed
495,82,10,2024-02-10,2,1854.22,Pending
496,61,16,2024-09-13,5,4958.4,Completed
497,48,13,2024-01-09,6,5483.52,Pending
498,60,9,2024-10-02,4,4076.76,Completed
499,97,4,2024-09-14,2,1876.98,Cancelled
500,30,18,2024-09-14,1,149.14,Cancelled
